9.79,-7.287751667,112.787521667
9.378,-7.287398333,112.787565
9.646,-7.287226667,112.787601667
9.991,-7.28714,112.787626667
10.191,-7.286963333,112.787681667
10.109,-7.286875,112.787708333
10.145,-7.286785,112.787733333
10.063,-7.286605,112.787785
10.073,-7.286518333,112.787816667
10.016,-7.286345,112.78788
10.032,-7.286261667,112.78792
9.785,-7.28618,112.787958333
9.63,-7.2861,112.787998333
9.636,-7.285938333,112.788075
9.44,-7.28586,112.788113333
9.939,-7.2857,112.788188333
8.992,-7.284668333,112.788893333
9.245,-7.284616667,112.788963333
10.165,-7.284505,112.789106667
10.088,-7.284393333,112.789263333
10.068,-7.284336667,112.789336667
9.934,-7.284281667,112.789411667
9.744,-7.284226667,112.789486667
9.723,-7.284171667,112.789556667
9.759,-7.284111667,112.789621667
7.902,-7.283831667,112.789753333
9.394,-7.28359,112.789781667
10.649,-7.283406667,112.789795
10.273,-7.283115,112.789816667
9.584,-7.282935,112.789835
9.641,-7.282761667,112.789858333
10.001,-7.28226,112.789928333
10.037,-7.282078333,112.789945
10.222,-7.281986667,112.789955
