7.696,-7.282978333,112.790028333
7.295,-7.283113333,112.790006667
7.115,-7.28318,112.79
6.966,-7.284315,112.789611667
7.449,-7.284353333,112.789558333
7.007,-7.284393333,112.789505
7.007,-7.284393333,112.789505
7.12,-7.284475,112.789398333
7.321,-7.284516667,112.789345
7.151,-7.284558333,112.78929
6.703,-7.284596667,112.789238333
6.703,-7.284596667,112.789238333
6.811,-7.284668333,112.789136667
7.038,-7.284708333,112.789081667
7.048,-7.284745,112.789026667
6.713,-7.284741667,112.78887
7.398,-7.284668333,112.788976667
7.701,-7.284628333,112.789035
7.871,-7.284586667,112.789093333
7.583,-7.284543333,112.789148333
7.768,-7.284496667,112.789203333
7.537,-7.284451667,112.789258333
7.501,-7.28441,112.789311667
7.516,-7.284368333,112.789366667
7.619,-7.284323333,112.789423333
7.609,-7.284283333,112.78948
7.645,-7.284241667,112.789535
7.367,-7.284196667,112.78959
7.151,-7.28415,112.789638333
7.166,-7.2841,112.789681667
6.863,-7.284046667,112.789718333
