0.01,-7.28596,112.795688333
0.015,-7.28596,112.795688333
6.292,-7.285926667,112.79602
7.079,-7.28578,112.796888333
8.0,-7.28558,112.798003333
8.365,-7.28359,112.799301667
7.465,-7.282128333,112.799336667
6.976,-7.28194,112.797761667
5.695,-7.281253333,112.797715
6.549,-7.279016667,112.797871667
4.177,-7.277888333,112.796878333
5.067,-7.277818333,112.79683
1.471,-7.277681667,112.79684
3.565,-7.28173,112.797796667
7.501,-7.281833333,112.799268333
7.84,-7.283266667,112.7994
7.794,-7.285301667,112.799351667
3.905,-7.28573,112.797836667
5.402,-7.286078333,112.795648333
