0.015,-7.286271667,112.793966667               
0.015,-7.286271667,112.793966667        
0.0,-7.286271667,112.793966667
0.005,-7.286271667,112.793966667
0.005,-7.286271667,112.793966667
0.01,-7.286271667,112.793966667    
0.005,-7.286271667,112.793966667 
0.005,-7.286271667,112.793966667   
0.01,-7.286271667,112.793966667                         
0.015,-7.286271667,112.793966667
-----------------------------------
0.005,-7.285991667,112.795585
0.005,-7.285991667,112.795585
0.005,-7.285996667,112.795578333
0.015,-7.285996667,112.795578333
0.026,-7.285996667,112.795578333
0.031,-7.285998333,112.795578333
0.031,-7.285998333,112.795578333
0.026,-7.285998333,112.795576667
0.031,-7.286,112.795578333
0.026,-7.286,112.795578333
0.021,-7.286,112.795576667
0.021,-7.286,112.795576667
----------------------------------

0.0,-7.285668333,112.797781667
0.0,-7.285668333,112.797781667
0.0,-7.285668333,112.797781667
0.0,-7.285668333,112.797781667
0.0,-7.285668333,112.797781667
0.0,-7.285666667,112.797781667
0.005,-7.285666667,112.797781667
0.005,-7.285666667,112.797781667
0.021,-7.285666667,112.797781667
0.0,-7.285666667,112.797781667
--------------------------------

0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
0.0,-7.28583,112.79755
--------------------------------

0.0,-7.286211667,112.794293333
0.0,-7.286211667,112.794293333
0.0,-7.286213333,112.794293333
0.005,-7.286213333,112.794293333
0.0,-7.286213333,112.794293333
0.0,-7.286211667,112.794293333
0.0,-7.286211667,112.794293333
0.0,-7.286211667,112.794293333
0.0,-7.286211667,112.794293333
0.005,-7.286211667,112.794293333
0.0,-7.286211667,112.794293333
0.0,-7.286211667,112.794293333
0.0,-7.286211667,112.794293333
0.031,-7.286211667,112.794293333
--------------------------------
0.01,-7.285555,112.798206667
0.015,-7.285555,112.798206667
0.015,-7.285555,112.798206667
0.005,-7.285555,112.798208333
0.005,-7.285555,112.798208333
0.005,-7.285555,112.798208333
0.005,-7.285555,112.798208333
0.005,-7.285555,112.798208333
0.01,-7.285555,112.798208333
0.01,-7.285555,112.798208333
0.01,-7.285555,112.798208333
----------------------------------

