5.669,-7.281085,112.790008333
6.287,-7.281178333,112.790048333
5.324,-7.281328333,112.790096667
5.062,-7.281425,112.790121667
4.954,-7.281471667,112.790126667
5.304,-7.281521667,112.790128333
5.144,-7.281616667,112.790118333
5.031,-7.281663333,112.790115
4.913,-7.281708333,112.790111667
4.697,-7.281753333,112.790106667
4.784,-7.281798333,112.790105
4.63,-7.281841667,112.7901
4.666,-7.281886667,112.790096667
4.954,-7.28193,112.790091667
4.836,-7.281975,112.790085
4.825,-7.28202,112.79008
4.702,-7.282105,112.790068333
4.702,-7.282105,112.790068333
4.995,-7.282288333,112.790041667
4.98,-7.282333333,112.790036667
5.006,-7.282378333,112.790035
5.134,-7.282426667,112.79003
5.042,-7.282475,112.790025
4.903,-7.282521667,112.79002
5.093,-7.282568333,112.790015
5.165,-7.282661667,112.790003333
0.026,-7.280835,112.789966667
0.01,-7.280835,112.789966667
0.005,-7.280835,112.789966667
0.005,-7.280835,112.789966667
0.026,-7.280835,112.789966667
0.015,-7.280835,112.789966667
0.01,-7.280835,112.789966667
0.026,-7.280835,112.789966667
0.057,-7.280835,112.789966667
0.005,-7.280835,112.789966667
