45.3744,-7.281095,112.790033333
51.0408,-7.281345,112.790066667
53.0028,-7.281476667,112.790071667
53.6328,-7.281611667,112.79007
53.6328,-7.281611667,112.79007
55.2096,-7.281745,112.790063333
52.5024,-7.28188,112.79005
52.578,-7.282018333,112.790036667
52.9128,-7.282156667,112.790023333
51.8364,-7.282291667,112.790005
53.172,-7.282428333,112.789988333
53.0604,-7.282565,112.789971667
51.8544,-7.282696667,112.789955
47.448,-7.284646667,112.78896
50.4684,-7.284576667,112.789065
48.2256,-7.28323,112.789843333
52.7076,-7.283098333,112.789855
55.2816,-7.282963333,112.789868333
58.4316,-7.282818333,112.789881667
57.2076,-7.282675,112.789895
52.9128,-7.282538333,112.789908333
50.9688,-7.282406667,112.789928333
49.0968,-7.282283333,112.789948333
47.8728,-7.28216,112.789965
