42.4836,-7.27623,112.79061
42.318,-7.275888333,112.792191667
38.3004,-7.275645,112.793416667
40.8564,-7.275606667,112.793618333
39.8196,-7.275555,112.79393
43.1136,-7.275438333,112.794488333
42.3936,-7.275368333,112.794835
38.5416,-7.275283333,112.795166667
43.8012,-7.274356667,112.799488333
45.0576,-7.274335,112.79972
44.208,-7.274323333,112.799953333
36.576,-7.275603333,112.801406667
44.262,-7.277266667,112.805241667
44.0964,-7.27726,112.805466667
47.0592,-7.277253333,112.8057
46.3572,-7.277285,112.806275
44.7084,-7.277336667,112.806496667
43.5024,-7.277435,112.80682
43.9848,-7.277563333,112.807116667
44.1684,-7.276745,112.809871667
45.3744,-7.276566667,112.810156667
44.0388,-7.27639,112.810446667
43.2252,-7.276331667,112.810543333
42.5592,-7.276166667,112.810828333
43.5024,-7.276053333,112.811013333
42.8184,-7.275886667,112.811291667
43.8372,-7.27577,112.811483333
