538,0.01,-0.04,1.02,66.8952,-7.336791667,112.73,2.864,2018-04-27T23:31:01.000Z
539,-0.06,-0.0,1.05,66.726,-7.336956667,112.729971667,2.864,2018-04-27T23:31:02.000Z
540,0.0,-0.02,0.94,66.726,-7.336956667,112.729971667,2.864,2018-04-27T23:31:02.000Z
541,-0.01,-0.01,1.09,65.5056,-7.337121667,112.729948333,2.864,2018-04-27T23:31:03.000Z
542,-0.03,-0.01,1.01,65.5056,-7.337121667,112.729948333,2.864,2018-04-27T23:31:03.000Z
543,-0.05,-0.02,1.0,64.5984,-7.337283333,112.729925,2.864,2018-04-27T23:31:04.000Z
544,-0.06,-0.02,0.89,64.5984,-7.337283333,112.729925,2.864,2018-04-27T23:31:04.000Z
545,-0.03,-0.02,0.93,64.6704,-7.337445,112.729901667,2.864,2018-04-27T23:31:05.000Z
546,-0.03,-0.02,0.98,64.6704,-7.337445,112.729901667,2.864,2018-04-27T23:31:05.000Z
547,-0.02,-0.04,0.99,63.3564,-7.337603333,112.729881667,2.864,2018-04-27T23:31:06.000Z
548,-0.03,-0.04,1.05,63.3564,-7.337603333,112.729881667,2.864,2018-04-27T23:31:06.000Z
549,-0.03,-0.01,1.04,63.3564,-7.337603333,112.729881667,2.864,2018-04-27T23:31:06.000Z
550,-0.01,-0.02,1.01,63.3924,-7.33776,112.729858333,2.864,2018-04-27T23:31:07.000Z
551,0.02,-0.02,1.06,60.8364,-7.337911667,112.729835,2.864,2018-04-27T23:31:08.000Z
552,0.05,-0.0,1.11,60.8364,-7.337911667,112.729835,2.864,2018-04-27T23:31:08.000Z
553,-0.03,-0.03,1.01,59.7996,-7.338061667,112.729811667,2.864,2018-04-27T23:31:09.000Z
554,-0.06,-0.05,0.99,59.7996,-7.338061667,112.729811667,2.864,2018-04-27T23:31:09.000Z
555,-0.04,-0.02,1.01,59.3928,-7.338208333,112.729788333,2.864,2018-04-27T23:31:10.000Z
556,-0.04,-0.01,1.04,59.3928,-7.338208333,112.729788333,2.864,2018-04-27T23:31:10.000Z
557,-0.03,-0.02,0.97,58.5972,-7.338355,112.729763333,2.864,2018-04-27T23:31:11.000Z
558,-0.04,-0.02,0.99,58.5972,-7.338355,112.729763333,2.864,2018-04-27T23:31:11.000Z
559,-0.02,-0.03,1.01,57.654,-7.338496667,112.72974,2.864,2018-04-27T23:31:12.000Z
560,-0.05,-0.01,1.02,57.654,-7.338496667,112.72974,2.864,2018-04-27T23:31:12.000Z
561,-0.03,-0.0,0.99,57.042,-7.338638333,112.729718333,2.864,2018-04-27T23:31:13.000Z
