0.05,0.01,1.01,nan,0.0,0.0
0.07,0.01,1.06,40.5036,-7.349525,112.692988333
0.04,0.02,1.08,41.2812,-7.349575,112.692891667
0.04,0.01,1.06,41.3568,-7.349621667,112.692798333
0.03,0.04,1.07,41.3928,-7.34967,112.692706667
0.08,0.01,0.98,41.4864,-7.349716667,112.692616667
0.03,0.01,1.02,41.4468,-7.349763333,112.692523333
0.09,0.04,1.02,42.4836,-7.349813333,112.692423333
0.11,0.0,1.0,44.3736,-7.349871667,112.692311667
0.05,0.02,1.12,44.4096,-7.349925,112.69221
0.07,0.05,0.98,45.1152,-7.349976667,112.6921
0.12,0.02,1.02,45.2628,-7.350023333,112.691986667
0.03,0.0,0.96,46.8936,-7.350076667,112.691861667
0.09,0.0,1.04,47.2824,-7.350133333,112.691753333
0.08,0.01,1.0,46.2816,-7.350248333,112.691545
0.07,0.03,1.08,47.2068,-7.350248333,112.691545
0.1,0.01,1.08,47.7252,-7.350308333,112.691436667
0.05,0.03,1.02,48.3408,-7.350421667,112.691218333
0.09,0.0,1.11,49.5684,-7.350483333,112.69111
0.08,0.02,1.13,51.8868,-7.350545,112.690995
0.08,0.02,0.99,50.4036,-7.350605,112.690883333
0.1,0.01,1.02,49.4316,-7.350605,112.690883333
0.06,0.01,1.07,49.4856,-7.350666667,112.690775
0.04,0.06,0.97,51.3036,-7.350793333,112.690551667
0.11,0.01,1.1,52.2036,-7.350856667,112.690436667
0.09,0.0,1.01,50.1444,-7.350918333,112.690326667
0.05,0.0,0.86,nan,0.0,0.0
0.1,0.01,0.93,61.596,-7.352275,112.687656667
0.08,0.01,1.15,61.542,-7.352343333,112.687518333
0.09,0.01,1.04,61.8768,-7.352416667,112.687376667
0.1,0.01,1.05,62.244,-7.352491667,112.687233333
0.09,0.02,0.96,62.6724,-7.352565,112.687088333
0.09,0.05,1.03,63.2268,-7.352638333,112.686938333
0.06,0.02,1.02,63.8568,-7.352713333,112.686786667
0.08,0.05,1.0,63.7812,-7.352788333,112.686648333
0.09,0.02,1.04,63.7632,-7.352865,112.686506667
0.09,0.02,1.02,63.6516,-7.35294,112.68637
0.06,0.0,1.1,63.7452,-7.353018333,112.686225
0.08,0.01,1.07,64.098,-7.353098333,112.686076667
0.1,0.02,1.06,64.098,-7.353176667,112.685933333
0.05,0.05,1.07,64.4112,-7.353255,112.68579
0.09,0.02,1.06,64.3932,-7.353331667,112.685648333
0.07,0.06,1.1,64.3032,-7.353405,112.685505
0.04,0.02,1.1,64.2096,-7.353476667,112.685365
0.09,0.0,1.07,63.8568,-7.353545,112.68523
0.1,0.04,1.07,63.7632,-7.353601667,112.685103333
0.08,0.02,0.9,63.2628,-7.35366,112.684983333
0.07,0.01,1.02,63.2268,-7.353735,112.684846667
0.07,0.01,1.05,63.1332,-7.353808333,112.684718333
0.07,0.01,0.97,63.0432,-7.353883333,112.684581667
0.09,0.02,0.99,63.1728,-7.353958333,112.684436667
0.09,0.01,1.0,63.6912,-7.35404,112.684293333
0.06,0.0,0.98,63.7812,-7.354116667,112.684151667
0.08,0.03,1.0,64.2816,-7.354198333,112.684011667
0.08,0.04,0.98,64.5804,-7.354278333,112.683865
0.09,0.02,1.0,66.06,-7.354375,112.683673333
0.07,0.02,1.02,67.3956,-7.354465,112.68348
0.08,0.01,0.9,67.8744,-7.354546667,112.683315
0.07,0.01,1.04,68.4684,-7.354621667,112.683161667
0.07,0.03,1.02,69.876,-7.354705,112.682981667
0.1,0.04,1.05,71.0784,-7.354788333,112.682813333
0.04,0.0,1.03,70.506,-7.354818333,112.682681667
0.04,0.01,1.02,70.56,-7.354893333,112.682513333
0.03,0.02,1.08,70.7076,-7.354966667,112.682345
0.03,0.01,1.05,70.7652,-7.355043333,112.68219
0.09,0.02,1.12,70.7652,-7.355123333,112.682035
0.03,0.04,0.91,71.2836,-7.35522,112.681861667
0.08,0.01,0.96,71.3196,-7.355306667,112.681696667
0.05,0.02,1.01,71.6364,-7.355388333,112.681526667
0.07,0.0,1.06,72.486,-7.355458333,112.681373333
0.13,0.02,1.05,72.504,-7.355536667,112.681216667
0.09,0.02,1.02,72.5616,-7.35562,112.681061667
0.06,0.02,1.09,72.7092,-7.355705,112.680903333
0.09,0.02,1.0,73.1556,-7.355788333,112.680738333
0.07,0.04,1.11,74.304,-7.355871667,112.680566667
0.09,0.04,1.12,75.3408,-7.35596,112.680391667
0.09,0.02,1.1,75.9132,-7.356053333,112.680225
0.08,0.05,0.98,75.9312,-7.356141667,112.68006
0.09,0.02,1.08,76.338,-7.356228333,112.679886667
0.06,0.02,1.06,76.6728,-7.356316667,112.67971
0.11,0.08,1.04,76.5792,-7.356401667,112.679536667
0.08,0.0,0.96,76.1904,-7.356488333,112.679368333
0.06,0.02,1.03,76.1724,-7.356576667,112.679198333
0.05,0.01,0.97,76.4892,-7.356666667,112.679023333
0.07,0.04,0.98,76.3776,-7.35676,112.678848333
0.08,0.01,1.05,76.266,-7.356853333,112.678676667
0.1,0.02,1.04,76.3776,-7.356941667,112.678501667
0.03,0.01,1.06,76.932,-7.35703,112.678325
0.06,0.04,0.93,77.0076,-7.357115,112.678153333
0.08,0.02,0.96,77.4864,-7.357201667,112.677978333
0.08,0.01,1.07,77.8572,-7.35729,112.677801667
0.08,0.02,1.06,77.9148,-7.357378333,112.677626667
0.07,0.06,1.04,78.6528,-7.357468333,112.677455
0.09,0.02,0.94,78.9696,-7.357561667,112.677278333
0.09,0.01,1.05,78.9876,-7.357653333,112.677105
0.08,0.02,0.99,79.0992,-7.357743333,112.676926667
0.08,0.04,1.03,79.1928,-7.357833333,112.676748333
0.08,0.03,0.95,79.1172,-7.357923333,112.676573333
0.11,0.05,1.02,79.0056,-7.358015,112.676398333
0.04,0.02,1.1,79.0416,-7.358101667,112.676211667
0.06,0.01,1.1,79.0632,-7.358188333,112.676025
0.06,0.01,0.86,79.0992,-7.358278333,112.675843333
0.07,0.02,1.02,79.1532,-7.35837,112.675673333
0.03,0.02,1.04,79.1712,-7.358461667,112.675501667
0.1,0.04,1.04,79.1532,-7.358555,112.675326667
0.1,0.05,0.98,79.1532,-7.358648333,112.67515
0.09,0.05,1.06,79.1172,-7.35874,112.674976667
0.08,0.01,0.96,79.0632,-7.358831667,112.674803333
0.05,0.01,1.0,79.0236,-7.358923333,112.674628333
0.07,0.03,1.0,79.434,-7.359016667,112.674448333
0.09,0.01,0.92,79.3944,-7.359108333,112.674266667
0.02,0.05,0.94,79.3944,-7.359198333,112.674085
0.07,0.06,1.1,79.9524,-7.359295,112.6739
0.09,0.03,0.93,79.9524,-7.359295,112.6739
0.06,0.02,1.04,81.7848,-7.359496667,112.673478333
0.07,0.01,1.05,82.9152,-7.359586667,112.673278333
0.08,0.02,1.05,82.3752,-7.359676667,112.67309
0.09,0.03,1.01,82.2852,-7.359766667,112.672903333
0.05,0.04,1.03,82.656,-7.359858333,112.672715
0.07,0.04,1.04,82.9512,-7.359951667,112.672526667
0.12,0.02,1.06,83.0628,-7.360033333,112.672361667
0.09,0.0,1.2,83.5632,-7.360131667,112.672163333
0.11,0.08,1.0,82.71,-7.360226667,112.671976667
0.08,0.02,1.08,81.5076,-7.360316667,112.671798333
0.1,0.02,1.02,81.1908,-7.360413333,112.671621667
0.08,0.01,0.99,81.1188,-7.36051,112.671453333
0.09,0.03,1.1,80.4708,-7.360606667,112.671286667
0.09,0.02,1.13,80.8596,-7.360705,112.67111
0.08,0.02,1.01,80.3772,-7.3608,112.670943333
0.08,0.06,0.99,80.7084,-7.360895,112.670768333
0.06,0.02,0.98,81.1008,-7.360991667,112.67059
0.02,0.01,0.98,81.1548,-7.361088333,112.670411667
0.05,0.02,1.08,80.82,-7.361183333,112.670233333
0.06,0.02,1.06,80.748,-7.36128,112.670058333
0.09,0.0,1.14,80.6184,-7.361376667,112.669885
0.07,0.03,0.95,81.1188,-7.361473333,112.6697
0.08,0.06,1.02,81.1008,-7.361568333,112.669511667
0.06,0.02,1.13,81.2088,-7.361663333,112.669323333
0.07,0.03,0.94,81.1548,-7.361753333,112.669136667
0.08,0.01,1.0,80.6724,-7.361848333,112.668955
0.06,0.0,1.1,81.0432,-7.361941667,112.668756667
0.08,0.06,0.99,80.9892,-7.362036667,112.668576667
0.09,0.03,1.12,81.1908,-7.362131667,112.668393333
0.08,0.01,0.96,81.6912,-7.362228333,112.668203333
0.1,0.02,1.01,81.4896,-7.362323333,112.668016667
0.09,0.02,1.06,82.2276,-7.362418333,112.66783
0.05,0.04,0.97,82.3572,-7.362506667,112.667651667
0.04,0.02,1.09,82.4328,-7.362596667,112.66747
0.09,0.03,1.1,82.4148,-7.362691667,112.66729
0.06,0.02,1.04,82.3752,-7.362785,112.667106667
0.06,0.0,1.17,82.3752,-7.362881667,112.666925
0.07,0.02,1.16,82.2096,-7.36298,112.666741667
0.07,0.02,1.08,82.098,-7.363076667,112.666561667
0.08,0.04,0.95,81.0072,-7.363163333,112.666388333
0.05,0.02,1.0,81.8964,-7.363265,112.666198333
0.09,0.08,1.02,81.8964,-7.363363333,112.666013333
0.07,0.02,1.04,81.396,-7.363456667,112.66583
0.08,0.03,1.12,81.45,-7.363555,112.665648333
0.06,0.0,1.0,81.3204,-7.363653333,112.66548
0.07,0.01,0.9,81.4896,-7.363753333,112.665303333
0.1,0.04,1.0,81.9864,-7.363846667,112.665138333
0.09,0.02,1.09,81.7092,-7.363941667,112.66496
0.06,0.0,1.02,82.638,-7.364038333,112.664778333
0.07,0.03,0.93,82.5264,-7.364133333,112.664595
0.07,0.01,0.9,82.1556,-7.364228333,112.664411667
0.08,0.02,0.95,81.6912,-7.364323333,112.664231667
0.08,0.01,1.07,81.7488,-7.364418333,112.66405
0.08,0.04,0.88,81.7272,-7.364513333,112.663868333
0.08,0.03,0.89,81.6192,-7.364608333,112.66369
0.08,0.04,1.02,81.4896,-7.36471,112.66352
0.07,0.0,1.07,81.9324,-7.364806667,112.663335
0.09,0.02,0.96,81.3384,-7.3649,112.663176667
0.09,0.06,0.99,81.0252,-7.364993333,112.663003333
0.09,0.02,1.05,80.9892,-7.36509,112.662826667
0.07,0.02,1.07,75.87,-7.36527,112.66247
0.08,0.04,1.12,80.5788,-7.36527,112.66247
0.05,0.02,1.02,80.4708,-7.365358333,112.662295
0.06,0.01,0.94,80.5068,-7.365451667,112.662118333
0.08,0.03,1.12,81.1368,-7.365548333,112.66194
0.09,0.02,1.05,84.1716,-7.365738333,112.661568333
0.08,0.0,1.03,81.2052,-7.365831667,112.661386667
0.07,0.02,0.96,77.436,-7.365926667,112.661216667
0.08,0.03,1.04,79.4448,-7.36602,112.66104
0.09,0.04,1.17,75.0024,-7.366108333,112.660873333
0.07,0.06,1.0,80.748,-7.366108333,112.660873333
0.07,0.04,0.97,78.9984,-7.366305,112.660523333
0.09,0.01,1.0,80.838,-7.366305,112.660523333
0.11,0.01,1.02,80.8956,-7.366403333,112.660333333
0.09,0.02,0.96,78.0912,-7.366586667,112.66
0.09,0.01,0.96,78.012,-7.366681667,112.659828333
0.03,0.02,0.98,79.6932,-7.366681667,112.659828333
0.09,0.02,0.99,77.9616,-7.366868333,112.65948
0.1,0.01,1.02,81.7956,-7.366958333,112.659295
0.06,0.02,1.0,80.6184,-7.367051667,112.659115
0.11,0.04,1.07,79.506,-7.367051667,112.659115
0.08,0.02,1.0,80.9064,-7.367235,112.658755
0.05,0.0,0.97,81.7956,-7.367328333,112.658571667
0.1,0.01,0.98,80.4708,-7.367328333,112.658571667
0.08,0.04,1.06,79.7256,-7.367513333,112.658213333
0.08,0.07,0.9,80.9064,-7.367605,112.658031667
0.06,0.0,1.03,80.0316,-7.367698333,112.657853333
0.08,0.01,0.99,81.2988,-7.367798333,112.657675
0.09,0.02,1.0,85.3704,-7.367898333,112.657485
0.08,0.04,1.05,86.2668,-7.368,112.657293333
0.09,0.06,0.92,83.934,-7.368101667,112.657108333
