0.06,-0.02,65.5776,-820.0,-537.73632,-7.244336667,112.638678333,(u'2018-02-23T21:54:02.000Z', ' + ', u'2018-02-23T21:54:02.000Z')
0.05,-0.04,65.0016,-407.0,-264.556512,-7.24428,112.638525,(u'2018-02-23T21:54:03.000Z', ' + ', 1519422843.0)
0.08,-0.02,65.6352,-821.0,-538.864992,-7.244226667,112.638368333,(u'2018-02-23T21:54:04.000Z', ' + ', u'2018-02-23T21:54:04.000Z')
0.06,-0.01,64.3392,-1609.0,-1035.217728,-7.244175,112.638215,(u'2018-02-23T21:54:05.000Z', ' + ', 1519422845.0)
0.05,-0.02,65.8368,-823.0,-541.836864,-7.244121667,112.638061667,(u'2018-02-23T21:54:06.000Z', ' + ', u'2018-02-23T21:54:06.000Z')
0.06,-0.02,63.9288,-800.0,-511.4304,-7.244068333,112.63791,(u'2018-02-23T21:54:07.000Z', ' + ', 1519422847.0)
0.07,-0.01,63.9504,-1599.0,-1022.566896,-7.244015,112.637755,(u'2018-02-23T21:54:08.000Z', ' + ', u'2018-02-23T21:54:08.000Z')
0.06,-0.01,64.152,-1604.0,-1028.99808,-7.24396,112.637603333,(u'2018-02-23T21:54:09.000Z', ' + ', 1519422849.0)
0.06,-0.02,64.7748,-810.0,-524.67588,-7.243905,112.63745,(u'2018-02-23T21:54:10.000Z', ' + ', 1519422850.0)
0.05,-0.02,63.6516,-796.0,-506.666736,-7.243851667,112.6373,(u'2018-02-23T21:54:11.000Z', ' + ', u'2018-02-23T21:54:11.000Z')
0.08,-0.01,62.5428,-1564.0,-978.169392,-7.243798333,112.637151667,(u'2018-02-23T21:54:12.000Z', ' + ', u'2018-02-23T21:54:12.000Z')
0.06,-0.01,63.0792,-1577.0,-994.758984,-7.243746667,112.637003333,(u'2018-02-23T21:54:13.000Z', ' + ', u'2018-02-23T21:54:13.000Z')
0.06,-0.03,63.3744,-529.0,-335.250576,-7.243693333,112.636855,(u'2018-02-23T21:54:14.000Z', ' + ', u'2018-02-23T21:54:14.000Z')
0.08,-0.02,62.6796,-784.0,-491.408064,-7.24364,112.636706667,(u'2018-02-23T21:54:15.000Z', ' + ', 1519422855.0)
0.08,-0.02,64.4112,-806.0,-519.154272,-7.243583333,112.636556667,(u'2018-02-23T21:54:16.000Z', ' + ', u'2018-02-23T21:54:16.000Z')
0.04,-0.05,63.2268,-317.0,-200.428956,-7.243528333,112.636408333,(u'2018-02-23T21:54:17.000Z', ' + ', u'2018-02-23T21:54:17.000Z')
0.05,-0.04,64.0044,-401.0,-256.657644,-7.243475,112.636258333,(u'2018-02-23T21:54:18.000Z', ' + ', u'2018-02-23T21:54:18.000Z')
0.07,0.01,nan,0,0.0,0.0,0.0,('', ' + ', nan)
0.03,-0.02,64.9296,-812.0,-527.228352,-7.242715,112.634156667,(u'2018-02-23T21:54:32.000Z', ' + ', 1519422872.0)
0.05,-0.02,64.1916,-803.0,-515.458548,-7.242661667,112.634003333,(u'2018-02-23T21:54:33.000Z', ' + ', 1519422873.0)
0.05,-0.05,66.3192,-332.0,-220.179744,-7.242606667,112.633848333,(u'2018-02-23T21:54:34.000Z', ' + ', 1519422874.0)
0.09,-0.02,65.4876,-819.0,-536.343444,-7.242551667,112.63369,(u'2018-02-23T21:54:35.000Z', ' + ', 1519422875.0)
0.05,-0.02,63.8208,-798.0,-509.289984,-7.2425,112.633536667,(u'2018-02-23T21:54:36.000Z', ' + ', 1519422876.0)
0.08,-0.03,63.8208,-532.0,-339.526656,-7.242445,112.633385,(u'2018-02-23T21:54:37.000Z', ' + ', 1519422877.0)
0.07,-0.03,65.1888,-544.0,-354.627072,-7.242391667,112.633233333,(u'2018-02-23T21:54:38.000Z', ' + ', 1519422878.0)
0.05,-0.02,66.042,-826.0,-545.50692,-7.242341667,112.633078333,(u'2018-02-23T21:54:39.000Z', ' + ', 1519422879.0)
0.06,-0.02,64.9116,-812.0,-527.082192,-7.24229,112.632925,(u'2018-02-23T21:54:40.000Z', ' + ', 1519422880.0)
0.06,-0.01,64.9872,-1625.0,-1056.042,-7.242236667,112.63277,(u'2018-02-23T21:54:41.000Z', ' + ', 1519422881.0)
0.06,-0.02,nan,0,0.0,0.0,0.0,('', ' + ', nan)
0.05,-0.01,65.0988,-1628.0,-1059.808464,-7.241628333,112.631075,(u'2018-02-23T21:54:52.000Z', ' + ', u'2018-02-23T21:54:52.000Z')
0.06,-0.05,64.5552,-323.0,-208.513296,-7.241521667,112.63077,(u'2018-02-23T21:54:54.000Z', ' + ', 1519422894.0)
