0.06,-0.03,34.632,1,0.34632,-7.252011667,112.661336667,(u'2018-02-23T21:48:38.000Z', ' + ', 1519422518.0)
0.06,-0.02,34.2252,1,0.342252,-7.251988333,112.661258333,(u'2018-02-23T21:48:39.000Z', ' + ', 1519422519.0)
0.05,-0.03,34.7076,1,0.347076,-7.251966667,112.66123,(u'2018-02-23T21:48:40.000Z', ' + ', 1519422520.0)
0.04,-0.02,34.4088,1,0.344088,-7.251946667,112.661148333,(u'2018-02-23T21:48:41.000Z', ' + ', 1519422521.0)
0.04,-0.03,34.3008,1,0.343008,-7.251923333,112.661066667,(u'2018-02-23T21:48:42.000Z', ' + ', 1519422522.0)
0.04,-0.02,32.7636,1,0.327636,-7.251875,112.660998333,(u'2018-02-23T21:48:43.000Z', ' + ', 1519422523.0)
0.05,-0.02,33.0768,1,0.330768,-7.251858333,112.660901667,(u'2018-02-23T21:48:44.000Z', ' + ', 1519422524.0)
0.06,-0.02,nan,0,0.0,0.0,0.0,('', ' + ', nan)
0.07,-0.02,0.0,1,0.0,-7.25117,112.658578333,(u'2018-02-23T21:49:51.000Z', ' + ', 1519422591.0)
0.06,-0.02,0.0,1,0.0,-7.25117,112.658578333,(u'2018-02-23T21:49:52.000Z', ' + ', 1519422592.0)
0.07,-0.02,nan,0,0.0,0.0,0.0,('', ' + ', nan)
0.06,-0.02,0.0936,1,0.000936,-7.25117,112.658578333,(u'2018-02-23T21:49:54.000Z', ' + ', 1519422594.0)
