0,0.0,0.0,0.0
1,0.00051,-7.282025,112.789611667
1,0.00046,-7.282025,112.789611667
1,0.00046,-7.282023333,112.789611667
1,0.00072,-7.282023333,112.789613333
1,0.00093,-7.282023333,112.789615
1,0.00093,-7.282023333,112.789615
1,0.00093,-7.282023333,112.789615
1,0.00046,-7.282023333,112.789616667
1,0.00077,-7.282025,112.789615
1,0.00077,-7.282025,112.789615
1,0.00103,-7.282023333,112.789615
1,0.00103,-7.282023333,112.789615
1,0.00031,-7.282023333,112.789615
1,0.00057,-7.282023333,112.789613333
1,0.00057,-7.282023333,112.789613333
1,0.00108,-7.282023333,112.789613333
1,0.00108,-7.282023333,112.789613333
1,0.00031,-7.282023333,112.789611667
1,0.00093,-7.282023333,112.789611667
1,0.00067,-7.282021667,112.78961
1,0.00041,-7.282021667,112.78961
1,0.00041,-7.282021667,112.78961
1,0.00046,-7.282021667,112.78961
1,0.00021,-7.282021667,112.789611667
1,0.00021,-7.282021667,112.789611667
1,0.00036,-7.282021667,112.789611667
1,0.00036,-7.282021667,112.789611667
1,0.00057,-7.282021667,112.789611667
