0, 0, 0, 0, 0.0, 0.0, -7.284245, 112.79278, 12520393.6573
0.83, 0.48, -0.76, 8.37, -7.284245, 112.79278, -7.284256667, 112.792798333, 2.40246561662
0.71, 0.19, -0.6, 7.3908, -7.284256667, 112.792798333, -7.284261667, 112.792815, 1.92056233119
0.7, 0.4, -0.7, 6.1668, -7.284261667, 112.792815, -7.284256667, 112.792826667, 1.40180868665
0.38, 0.25, -0.64, 6.426, -7.284256667, 112.792826667, -7.284253333, 112.792841667, 1.6954889493
0.5, 0.38, -0.59, 7.4988, -7.284253333, 112.792841667, -7.284251667, 112.792861667, 2.21371498213
0.44, 0.45, -0.62, 8.4456, -7.284251667, 112.792861667, -7.284251667, 112.79288, 2.02208423422
0.3, 0.4, -0.7, 8.334, -7.284251667, 112.79288, -7.284251667, 112.792901667, 2.38981613042
0.67, 0.475, -0.715, 10.0008, -7.284251667, 112.792901667, -7.284255, 112.79293, 3.14695876693
0.39, 0.44, -0.55, 12.186, -7.284255, 112.79293, -7.284255, 112.792963333, 3.67654684432
0.61, 0.426666666667, -0.633333333333, 13.5396, -7.284255, 112.792963333, -7.284256667, 112.792996667, 3.68132676099
0.51, 0.41, -0.66, 13.3344, -7.284256667, 112.792996667, -7.284255, 112.793028333, 3.49759615406
0.705, 0.43, -0.71, 11.8152, -7.284255, 112.793028333, -7.284248333, 112.793058333, 3.39095360987
0.56, 0.51, -0.91, 10.8144, -7.284248333, 112.793058333, -7.284246667, 112.793083333, 2.76365352392
0.54, 0.53, -0.745, 9.8172, -7.284246667, 112.793083333, -7.284245, 112.793103333, 2.21372432416
0.43, 0.42, -0.62, 8.4456, -7.284245, 112.793103333, -7.284248333, 112.793135, 3.51239868979
0.56, 0.44, -0.69, 10.7028, -7.284248333, 112.793135, -7.284236667, 112.793158333, 2.88201315794
0.38, 0.3, -0.605, 12.3696, -7.284236667, 112.793158333, -7.284228333, 112.79318, 2.56319951953
0.505, 0.275, -0.59, 11.592, -7.284228333, 112.79318, -7.284216667, 112.793193333, 1.96096475673
