1,-0.16,0.02,0.93,nan,0.0,0.0
2,-0.16,0.02,0.99,nan,0.0,0.0
3,-0.16,0.02,0.98,nan,0.0,0.0
4,-0.17,0.02,0.99,0.1836,-7.282108333,112.789566667
5,-0.16,0.02,0.98,0.1836,-7.282108333,112.789566667
6,-0.16,0.01,0.99,0.1836,-7.282108333,112.789566667
7,-0.16,0.02,0.98,0.1836,-7.282108333,112.789566667
8,-0.17,0.02,0.98,0.1836,-7.282108333,112.789566667
9,-0.17,0.02,0.98,0.1836,-7.282108333,112.789566667
10,-0.17,0.02,0.99,0.1476,-7.282108333,112.789566667
11,-0.16,0.02,0.99,0.1476,-7.282108333,112.789566667
12,-0.16,0.02,0.98,0.1476,-7.282108333,112.789566667
13,-0.17,0.02,0.98,0.2232,-7.282108333,112.789566667
14,-0.16,0.02,0.98,0.2232,-7.282108333,112.789566667
15,-0.16,0.02,0.98,0.2232,-7.282108333,112.789566667
16,-0.16,0.01,0.98,0.2232,-7.282108333,112.789566667
17,-0.16,0.02,0.98,0.2232,-7.282108333,112.789566667
18,-0.17,0.02,0.99,0.2772,-7.282108333,112.789566667
19,-0.17,0.02,0.98,0.2772,-7.282108333,112.789566667
20,-0.16,0.02,0.99,0.2772,-7.282108333,112.789566667
21,-0.16,0.02,0.99,0.2772,-7.282108333,112.789566667
22,-0.16,0.02,0.99,0.2772,-7.282108333,112.789566667
23,-0.17,0.02,0.99,0.4428,-7.282106667,112.789565
24,-0.16,0.02,0.98,0.4428,-7.282106667,112.789565
25,-0.16,0.02,0.98,0.4428,-7.282106667,112.789565
26,-0.17,0.02,0.98,0.4428,-7.282106667,112.789565
27,-0.17,0.02,0.98,0.4428,-7.282106667,112.789565
28,-0.17,0.02,0.98,0.3348,-7.282106667,112.789565
29,-0.16,0.01,0.99,0.3348,-7.282106667,112.789565
30,-0.16,0.02,0.98,0.3348,-7.282106667,112.789565
31,-0.16,0.02,0.98,0.3348,-7.282106667,112.789565
32,-0.17,0.02,0.98,0.3348,-7.282106667,112.789565
33,-0.17,0.02,0.98,0.3348,-7.282106667,112.789565
34,-0.17,0.02,0.98,0.2412,-7.282106667,112.789563333
35,-0.16,0.02,0.99,0.2412,-7.282106667,112.789563333
36,-0.16,0.02,0.98,0.2412,-7.282106667,112.789563333
37,-0.16,0.02,0.98,0.2412,-7.282106667,112.789563333
38,-0.16,0.02,0.97,0.3708,-7.282105,112.789563333
39,-0.16,0.02,0.99,0.3708,-7.282105,112.789563333
